"Job Title","Rating","Job Location","Size","Type of ownership","Industry","Sector","Competitors","Hourly","Lower Salary","Upper Salary","Avg Salary(K)","Age","Python","excel","sql","sas","aws","tableau","job_title_sim","Degree"
"Staff Data Engineer",3.7,"CA","1001 - 5000","Subsidiary or Business Segment","Computer Hardware & Software","Information Technology","Sony, LG Electronics, Nokia",0,126,228,177,33,1,0,1,0,1,0,"data engineer","P"
"Data Scientist",4.7,"VA","201 - 500","Company - Private","Aerospace & Defense","Aerospace & Defense","-1",0,80,134,107,11,1,1,1,0,0,0,"data scientist","P"
"Data Scientist",4.1,"CA","501 - 1000","Company - Private","Enterprise Software & Network Solutions","Information Technology","Skyhigh Networks, Zscaler, NortonLifeLock",0,120,189,154.5,9,1,1,0,0,0,0,"data scientist","P"
"Data Scientist",4,"CA","1 - 50","Company - Private","Accounting","Accounting & Legal","-1",0,85,142,113.5,-1,1,0,1,0,0,0,"data scientist","na"
"Senior Data Scientist",3.5,"NC","1001 - 5000","Company - Public","Insurance Carriers","Insurance","-1",0,95,154,124.5,4,1,1,0,0,0,0,"data scientist","M"
"Data Scientist",2.5,"CA","1 - 50","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Sequenom",0,111,176,143.5,-1,1,1,1,0,0,0,"data scientist","P"
"Data Scientist",3.9,"CA","1 - 50","Company - Private","IT Services","Information Technology","-1",0,87,140,113.5,-1,1,0,1,0,0,0,"data scientist","M"
"Data Scientist",3.4,"VA","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,76,127,101.5,52,1,0,0,0,1,0,"data scientist","M"
"Data Analyst, Performance Partnership",3.6,"NY","10000+","Subsidiary or Business Segment","Health Care Products Manufacturing","Manufacturing","Abbott Laboratories, Roche, Thermo Fisher Scientific",0,54,92,73,86,0,1,1,0,1,1,"analyst","na"
"Data Scientist",3.5,"NY","10000+","Company - Public","Consulting","Business Services","Thomson Reuters, International Data Group",0,61,100,80.5,5,1,0,1,0,1,0,"data scientist","M"
"Data Scientist",-1,"NY","unknown","Company - Private","-1","-1","-1",0,81,140,110.5,-1,1,0,1,0,0,0,"data scientist","M"
"Staff BI and Data Engineer",2.9,"CA","51 - 200","Company - Private","Advertising & Marketing","Business Services","Commerce Signals, Cardlytics, Yodlee",0,80,148,114,23,1,0,1,0,0,1,"data engineer","M"
"Data Scientist",3.5,"CA","51 - 200","Company - Private","Health, Beauty, & Fitness","Consumer Services","-1",0,108,171,139.5,-1,1,0,1,0,0,0,"data scientist","na"
"Data Scientist",4.8,"NY","1 - 50","Company - Private","IT Services","Information Technology","-1",0,112,179,145.5,10,1,1,1,0,0,1,"data scientist","na"
"Data Scientist",4,"NY","201 - 500","Company - Private","Lending","Finance","Fundera, Bond Street, OnDeck",0,63,111,87,14,0,1,0,0,0,0,"data scientist","na"
"Data Scientist",4.2,"MA","201 - 500","Company - Private","Banks & Credit Unions","Finance","-1",0,75,126,100.5,136,0,1,1,0,0,0,"data scientist","M"
"Data Scientist Manager",3.8,"NY","10000+","Company - Public","Enterprise Software & Network Solutions","Information Technology","Accenture, CGI, Sopra Steria",0,110,184,147,54,1,1,1,1,0,0,"data scientist","M"
"Data Engineer",3.7,"NY","201 - 500","Company - Private","Insurance Carriers","Insurance","Travelers, Chubb, Crum & Forster",0,76,145,110.5,107,1,1,1,0,0,0,"data engineer","M"
"Marketing Data Analyst",3.9,"PA","501 - 1000","Nonprofit Organization","Banks & Credit Unions","Finance","TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,36,62,49,84,1,0,1,0,0,1,"analyst","na"
"Data Scientist",4.6,"MA","51 - 200","Company - Private","Consulting","Business Services","-1",0,70,118,94,-1,1,0,1,0,1,1,"data scientist","M"
"Senior Data Scientist",4.3,"NY","1001 - 5000","Company - Public","Enterprise Software & Network Solutions","Information Technology","Oracle",0,94,153,123.5,22,1,0,1,0,1,0,"data scientist","M"
"Principal Scientist, Hematology",3.3,"NY","10000+","Hospital","Health Care Services & Hospitals","Health Care","-1",0,54,115,84.5,7,0,0,0,0,0,0,"other scientist","P"
"Data Analyst",3.7,"VA","501 - 1000","Company - Private","IT Services","Information Technology","CSC, Booz Allen Hamilton, ManTech",0,50,92,71,32,0,1,1,0,0,1,"analyst","na"
"Software Data Engineer - College",4,"OR","10000+","Company - Public","Computer Hardware & Software","Information Technology","-1",0,49,97,73,82,0,0,1,0,0,0,"data engineer","M"
"Director - Data, Privacy and AI Governance",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,67,135,101,170,0,0,0,0,0,0,"director","na"
"Staff Machine Learning Engineer",3.9,"CA","201 - 500","Company - Private","Internet","Information Technology","FLURRY, Chartboost",0,138,224,181,14,1,0,1,0,0,0,"machine learning engineer","na"
"Data Scientist",3.7,"CA","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,80,139,109.5,82,0,1,1,0,0,1,"data scientist","na"
"Lead Data Scientist",3.7,"WA","10000+","Company - Public","IT Services","Information Technology","American Express, Mastercard, Discover",0,158,211,184.5,63,1,1,1,1,0,1,"data scientist","na"
"Senior Data Scientist - Algorithms",3.9,"NY","201 - 500","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,150,180,165,7,1,0,0,0,0,0,"data scientist","M"
"Information Security Data Analyst",3.7,"IL","10000+","Company - Public","Computer Hardware & Software","Information Technology","Cisco Systems, Huawei Technologies, IBM",0,42,80,61,93,1,0,1,0,0,0,"analyst","M"
"Lead Data Engineer",4.1,"CA","51 - 200","Company - Private","Internet","Information Technology","Credit Karma, LendUp, SoFi",0,190,220,205,11,1,0,1,0,1,0,"data engineer","na"
"Data Analyst",3.1,"NY","1001 - 5000","School / School District","K-12 Education","Education","-1",0,42,77,59.5,15,1,1,1,0,0,0,"analyst","na"
"Scientist Manufacturing - Kentucky BioProcessing",3.1,"KY","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,68,139,103.5,146,0,0,0,0,0,0,"other scientist","na"
"Consultant - Analytics Consulting",3,"CT","10000+","Company - Public","IT Services","Information Technology","Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,54,71,62.5,40,0,1,0,0,0,0,"data analitics","na"
"Data Analytics Project Manager",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,34,92,63,170,0,1,0,0,0,0,"Data scientist project manager","M"
"Data Analyst",3.6,"NY","1 - 50","Company - Private","Health Care Services & Hospitals","Health Care","The Execu|Search Group, Prime Staffing",0,47,85,66,41,0,1,0,0,0,0,"analyst","na"
"Data Engineer",3.5,"CA","501 - 1000","Company - Private","Health Care Services & Hospitals","Health Care","-1",0,65,124,94.5,8,1,1,1,0,1,0,"data engineer","M"
"Data Scientist",4.2,"NY","51 - 200","Company - Private","Education Training Services","Education","Harvard Business School, Coursera, edX",0,56,95,75.5,9,1,0,1,0,1,1,"data scientist","na"
"Machine Learning Engineer",4,"VA","501 - 1000","Company - Public","Aerospace & Defense","Aerospace & Defense","Harris, Fibertek",0,62,112,87,67,1,0,0,0,0,0,"machine learning engineer","na"
"Senior Data Scientist Oncology",3.9,"MD","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,107,173,140,108,1,1,0,0,0,0,"data scientist","P"
"Data Scientist",3.7,"MD","201 - 500","Company - Private","IT Services","Information Technology","-1",0,64,108,86,15,1,1,0,1,0,0,"data scientist","M"
"Senior Data Scientist",4.4,"CA","1 - 50","Company - Private","Internet","Information Technology","-1",0,89,144,116.5,9,1,0,1,0,0,0,"data scientist","M"
"Senior Scientist (Neuroscience)",3.5,"MA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Shire, GlaxoSmithKline, Allergan",0,109,200,154.5,11,1,1,0,0,0,0,"other scientist","P"
"Machine Learning Engineer - Regulatory",3.7,"KS","501 - 1000","Company - Public","Stock Exchanges","Finance","-1",0,61,113,87,48,1,1,1,0,0,0,"machine learning engineer","na"
"Marketing Data Analyst",3.6,"CA","1001 - 5000","Company - Private","Gambling","Arts, Entertainment & Recreation","-1",0,35,62,48.5,35,0,1,1,1,0,1,"analyst","M"
"Data Engineer",3.4,"TX","501 - 1000","Company - Private","IT Services","Information Technology","World Wide Technology, Presidio, Optiv",0,55,105,80,19,1,1,1,0,0,0,"data engineer","na"
"Medical Laboratory Scientist",4,"TX","1001 - 5000","Hospital","Health Care Services & Hospitals","Health Care","-1",1,37,52,44.5,44,0,0,0,0,1,0,"other scientist","na"
"R&D Specialist/ Food Scientist",2.4,"IL","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,39,66,52.5,-1,0,0,0,0,0,0,"other scientist","na"
"Principal Data Scientist",3.7,"CA","10000+","Company - Public","Aerospace & Defense","Aerospace & Defense","-1",0,135,211,173,82,1,0,0,0,0,0,"data scientist","M"
"Data Engineer",3.5,"AZ","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Accenture, Deloitte, IBM",0,57,80,68.5,24,1,0,0,0,0,0,"data engineer","na"
"Data Scientist - Alpha Insights",4.4,"NY","1001 - 5000","Company - Private","Investment Banking & Asset Management","Finance","-1",0,129,215,172,20,0,0,0,0,0,0,"data scientist","P"
"Data Scientist, Office of Data Science",3.3,"MA","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,86,143,114.5,109,1,0,0,0,0,0,"data scientist","na"
"Associate Principal Scientist, Pharmacogenomics",3.9,"MD","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,63,127,95,108,0,0,0,0,0,0,"other scientist","P"
"Data Scientist - Systems Engineering",3.2,"MA","5001 - 10000","Nonprofit Organization","Federal Agencies","Government","Battelle, General Atomics, SAIC",0,50,89,69.5,63,1,1,1,1,0,1,"data scientist","na"
"Data Engineer",3.2,"NY","501 - 1000","Company - Private","Research & Development","Business Services","Coleman Research, AlphaSights, Third Bridge",0,43,86,64.5,18,1,1,1,0,1,0,"data engineer","na"
"Scientist, Bacteriology",2.1,"CA","201 - 500","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,74,149,111.5,-1,0,1,0,0,0,0,"other scientist","P"
"Data Scientist",4,"NY","501 - 1000","Company - Private","Consumer Product Rental","Consumer Services","National Debt Relief, Freedom Financial Network",0,71,124,97.5,14,1,1,1,0,0,0,"data scientist","na"
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Novartis, Baxter, Pfizer",0,113,196,154.5,240,0,1,1,0,1,0,"data engineer","M"
"Senior Research Scientist-Machine Learning",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,81,167,124,37,0,0,0,0,0,0,"machine learning engineer","P"
"Data Scientist",3.4,"NY","201 - 500","Company - Private","Health Care Services & Hospitals","Health Care","Healthfirst (New York), naviHealth",0,69,121,95,10,1,0,1,0,1,1,"data scientist","na"
"Senior Data Scientist",4.4,"IL","201 - 500","Company - Private","Consulting","Business Services","-1",0,97,160,128.5,13,1,1,1,0,1,1,"data scientist","na"
"Principal Data Scientist",3.2,"CA","501 - 1000","Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","Granular, Intuit, John Deere",0,150,238,194,15,0,1,0,0,1,0,"data scientist","na"
"Data Scientist",3.5,"NY","201 - 500","Company - Public","Advertising & Marketing","Business Services","-1",0,77,132,104.5,16,1,1,1,0,1,0,"data scientist","M"
"Clinical Laboratory Scientist",3.7,"CO","501 - 1000","Hospital","Health Care Services & Hospitals","Health Care","-1",1,49,81,65,55,0,0,0,0,0,0,"other scientist","na"
"Data Engineer - Consultant (Charlotte Based)",4.2,"NC","201 - 500","Company - Private","IT Services","Information Technology","-1",0,59,112,85.5,13,1,1,1,0,0,0,"data engineer","na"
"Data Analyst 1, full-time contract worker for up to 12 months",4.2,"UT","10000+","Nonprofit Organization","Religious Organizations","Non-Profit","-1",0,35,65,50,-1,0,1,1,0,1,0,"analyst","na"
"Data Engineer",3.1,"CA","1001 - 5000","Company - Public","Video Games","Media","Blizzard Entertainment, Riot Games, Electronic Arts",0,79,147,113,24,1,1,1,0,1,0,"data engineer","na"
"Scientist, Immuno-Oncology",3.9,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Pfizer, AstraZeneca, Merck",0,62,119,90.5,191,0,0,0,0,1,0,"other scientist","M"
"Senior Data Scientist",4.3,"CA","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","Foursquare",0,119,187,153,13,1,1,0,0,0,0,"data scientist","na"
"Products Data Analyst II",3.3,"CA","1001 - 5000","Company - Public","Consulting","Business Services","Paychex, Insperity, ADP",0,90,157,123.5,33,0,1,1,1,0,1,"analyst","M"
"Lead Data Analyst",3.9,"NY","201 - 500","Company - Private","Internet","Information Technology","-1",0,32,62,47,11,0,0,1,0,0,0,"analyst","na"
"Analytics Manager - Data Mart",3.5,"CA","501 - 1000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",0,42,86,64,25,0,0,1,0,0,1,"Data scientist project manager","na"
"Data Science Engineer - Mobile",4,"CA","10000+","Company - Public","Computer Hardware & Software","Information Technology","Apple, Microsoft",0,116,208,162,39,1,1,1,0,0,1,"data scientist","M"
"Senior Data Scientist - R&D Oncology",3.9,"NY","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Roche, GlaxoSmithKline, Novartis",0,102,172,137,108,1,0,0,0,0,0,"data scientist","P"
"Sr. Data Engineer - Contract-to-Hire (Java)",3,"TN","10000+","Company - Private","Gas Stations","Retail","TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,69,127,98,63,1,0,1,0,0,0,"data engineer","M"
"Data Scientist",3.7,"NY","10000+","Company - Public","Insurance Agencies & Brokerages","Insurance","Munich Re, Hannover RE, SCOR",0,86,144,115,158,1,1,1,0,0,0,"data scientist","M"
"Senior Data Scientist",3.5,"CO","5001 - 10000","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,102,165,133.5,151,1,1,0,0,0,0,"data scientist","M"
"Data Engineer",4,"CO","501 - 1000","Nonprofit Organization","Insurance Carriers","Insurance","-1",0,74,124,99,106,1,0,1,0,1,0,"data engineer","M"
"Food Scientist - Developer",3.3,"WI","501 - 1000","Company - Private","Food & Beverage Manufacturing","Manufacturing","-1",0,40,68,54,57,0,0,0,0,0,0,"other scientist","na"
"Senior Data Engineer",3.2,"TN","1001 - 5000","Company - Private","Health Care Services & Hospitals","Health Care","-1",0,76,142,109,17,0,1,0,0,1,0,"data engineer","na"
"Data Engineer",3.4,"MD","201 - 500","Company - Private","IT Services","Information Technology","-1",0,76,142,109,22,0,0,0,0,1,0,"data engineer","M"
"Senior Data Scientist",4.4,"MA","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","-1",0,108,171,139.5,37,1,0,1,0,0,1,"data scientist","M"
"Director II, Data Science - GRM Actuarial",3.3,"IL","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,202,306,254,109,1,0,0,1,0,0,"data scientist","M"
"Machine Learning Engineer",3.2,"NY","1001 - 5000","Company - Private","Computer Hardware & Software","Information Technology","Qlik, Tableau Software, Informatica",0,91,159,125,46,1,1,1,0,1,0,"machine learning engineer","M"
"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,80,133,106.5,25,1,0,1,1,0,1,"data scientist","M"
"Scientist, Molecular/Cellular Biologist",2.9,"CA","201 - 500","Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,49,97,73,9,0,0,0,0,0,0,"other scientist","P"
"Staff Scientist-Downstream Process Development",2.7,"MD","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,49,113,81,60,0,1,0,0,0,0,"other scientist","P"
"MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB",3.6,"DE","1001 - 5000","Nonprofit Organization","Health Care Services & Hospitals","Health Care","-1",1,43,70,56.5,86,0,0,0,0,0,0,"other scientist","na"
"Scientist - Analytical Services",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,65,134,99.5,146,0,1,0,0,0,0,"other scientist","na"
"Associate Data Analyst- Graduate Development Program",3.3,"OH","501 - 1000","Company - Private","Insurance Carriers","Insurance","-1",0,32,59,45.5,32,0,0,0,0,0,0,"analyst","na"
"IT Associate Data Analyst",3.7,"MA","5001 - 10000","Company - Public","Insurance Carriers","Insurance","-1",0,39,69,54,169,0,0,1,0,0,0,"analyst","na"
"Sr. Data Engineer",4.5,"IN","51 - 200","Company - Private","Consulting","Business Services","-1",0,87,158,122.5,25,1,0,1,0,1,0,"data engineer","na"
"Clinical Data Analyst",3,"FL","1001 - 5000","Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","eClinicalWorks, NextGen Healthcare, athenahealth",0,27,48,37.5,44,0,1,1,0,0,0,"analyst","M"
"Business Data Analyst",3.8,"NY","1001 - 5000","Company - Private","Travel Agencies","Travel & Tourism","Expedia Group, Orbitz Worldwide, Priceline.com",0,36,71,53.5,19,1,1,1,0,0,0,"analyst","M"
"Senior Insurance Data Scientist",3.9,"IL","5001 - 10000","Company - Public","Financial Analytics & Research","Finance","-1",0,107,173,140,53,1,1,1,1,0,0,"data scientist","na"
"Senior Data Science Systems Engineer",3.2,"VA","5001 - 10000","Nonprofit Organization","Federal Agencies","Government","Battelle, General Atomics, SAIC",0,56,99,77.5,63,0,0,0,0,0,0,"data scientist","P"
"ENVIRONMENTAL ENGINEER/SCIENTIST",3.3,"MA","1 - 50","Company - Private","Construction","Construction, Repair & Maintenance","-1",1,52,58,55,45,0,1,0,0,0,0,"other scientist","na"
"Senior Scientist - Regulatory Submissions",3.1,"NC","5001 - 10000","Company - Private","Consumer Products Manufacturing","Manufacturing","-1",0,80,155,117.5,146,0,1,0,0,0,0,"other scientist","M"
"Scientist - Biomarker and Flow Cytometry",2.4,"CA","501 - 1000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,43,98,70.5,15,0,0,0,0,0,0,"other scientist","M"
"Associate Scientist, LC/MS Biologics",2.9,"NY","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,44,96,70,6,0,1,0,0,0,0,"other scientist","na"
"Revenue Analytics Manager",4.8,"CA","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,45,78,61.5,10,0,1,1,0,0,1,"Data scientist project manager","na"
"Sr. Scientist Method Development",2.9,"GA","1001 - 5000","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,50,110,80,6,0,1,0,0,0,0,"other scientist","na"
"Data Scientist",4.7,"GA","51 - 200","Company - Private","Computer Hardware & Software","Information Technology","-1",0,60,99,79.5,18,1,1,1,0,0,0,"data scientist","na"
"Data Scientist - Sales",4.7,"CA","501 - 1000","Company - Private","Computer Hardware & Software","Information Technology","-1",0,130,206,168,7,1,1,1,0,0,1,"data scientist","na"
"IT - Data Engineer II",3.4,"MA","1001 - 5000","Company - Private","Insurance Carriers","Insurance","-1",0,61,119,90,33,0,1,1,0,0,0,"data engineer","na"
"Research Scientist, Immunology - Cancer Biology",-1,"MA","unknown","Company - Private","-1","-1","-1",0,100,140,120,-1,0,1,0,0,0,0,"other scientist","P"
"Senior Data Analyst",3.9,"CA","51 - 200","Company - Public","Computer Hardware & Software","Information Technology","-1",0,99,178,138.5,13,1,0,1,0,0,1,"analyst","na"
"Principal, Data Science - Advanced Analytics",3.6,"PA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","PPD, INC Research, PRA Health Sciences",0,86,137,111.5,4,0,0,0,0,0,0,"data scientist","M"
"Data Science Project Manager",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,37,100,68.5,170,0,1,0,0,0,0,"data scientist","M"
"Sr Scientist, Immuno-Oncology - Oncology",3.9,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Pfizer, AstraZeneca, Merck",0,58,111,84.5,191,0,0,0,0,1,0,"other scientist","M"
"Senior Data Engineer",4.4,"TN","1001 - 5000","Company - Public","Internet","Information Technology","See Tickets, TicketWeb, Vendini",0,72,133,102.5,15,1,0,1,0,1,0,"data engineer","na"
"Project Scientist - Auton Lab, Robotics Institute",2.6,"PA","501 - 1000","College / University","Colleges & Universities","Education","-1",0,56,91,73.5,37,0,1,0,0,0,0,"other scientist","P"
"Research Scientist – Security and Privacy",3.6,"OH","501 - 1000","Nonprofit Organization","Federal Agencies","Government","-1",0,61,126,93.5,54,1,0,0,0,0,0,"other scientist","M"
"Data Science Manager",3.2,"PA","1 - 50","Company - Private","Staffing & Outsourcing","Business Services","-1",0,95,160,127.5,-1,0,1,0,0,0,0,"data scientist","na"
"Data Analyst 2 (Missionary Department)",4.2,"UT","10000+","Nonprofit Organization","Religious Organizations","Non-Profit","-1",0,53,91,72,-1,0,0,1,0,0,1,"analyst","na"
"Enterprise Architect, Data",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,101,158,129.5,170,1,1,1,0,1,1,"na","na"
"Supply Chain Data Analyst",3.1,"UT","1001 - 5000","Company - Private","Consumer Products Manufacturing","Manufacturing","Life Fitness, Brooks Running, Under Armour",0,33,61,47,44,1,1,1,0,0,1,"analyst","na"
"Data Engineer - ETL",3.8,"AL","501 - 1000","Subsidiary or Business Segment","Consumer Product Rental","Consumer Services","-1",0,44,86,65,7,1,1,1,0,1,0,"data engineer","na"
"Corporate Risk Data Analyst (SQL Based) - Milwaukee or",3.8,"WI","1001 - 5000","Company - Public","Banks & Credit Unions","Finance","Wells Fargo, BMO Harris Bank, U.S. Bank",0,43,77,60,151,0,1,0,0,1,0,"analyst","na"
"Senior Manager, Epidemiologic Data Scientist",4,"NY","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,125,210,167.5,172,0,1,0,0,1,0,"data scientist","M"
"Marketing Data Analyst, May 2020 Undergrad",3.8,"NY","1001 - 5000","Company - Private","Travel Agencies","Travel & Tourism","Expedia Group, Orbitz Worldwide, Priceline.com",0,44,86,65,19,0,1,1,1,0,0,"analyst","na"
"Senior Data Analyst",4,"VA","501 - 1000","Company - Private","Enterprise Software & Network Solutions","Information Technology","Leidos, CACI International, Booz Allen Hamilton",0,69,119,94,9,1,0,1,0,0,0,"analyst","na"
"Senior Data Analyst",1.9,"NY","201 - 500","Company - Private","Department, Clothing, & Shoe Stores","Retail","YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,65,110,87.5,11,1,1,1,0,0,0,"analyst","na"
"Senior Data Engineer",4,"VA","501 - 1000","Company - Private","Enterprise Software & Network Solutions","Information Technology","Leidos, CACI International, Booz Allen Hamilton",0,67,127,97,9,1,0,1,0,1,0,"data engineer","na"
"Senior Data Engineer",4.3,"NC","5001 - 10000","Company - Private","Computer Hardware & Software","Information Technology","Avaya, Five9, Salesforce",0,78,147,112.5,31,1,0,0,0,1,0,"data engineer","na"
"Data Modeler (Analytical Systems)",3.6,"MA","5001 - 10000","Company - Private","Insurance Carriers","Insurance","-1",0,66,117,91.5,170,0,1,1,0,1,0,"data modeler","na"
"Data Modeler - Data Solutions Engineer",3.3,"IN","10000+","Company - Private","Insurance Carriers","Insurance","Travelers, Allstate, State Farm",0,37,66,51.5,109,1,1,1,0,0,0,"data modeler","M"
"Data Scientist in Translational Medicine",3.8,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,86,143,114.5,25,0,0,0,0,0,0,"data scientist","na"
"Data Scientist",4.3,"NY","201 - 500","Company - Private","Consulting","Business Services","-1",0,84,146,115,10,1,0,1,0,1,1,"data scientist","na"
"Product Manager/Data Evangelist",3.2,"PA","1 - 50","Company - Private","Staffing & Outsourcing","Business Services","-1",0,50,98,74,-1,1,0,1,0,1,0,"Data scientist project manager","M"
"Associate Environmental Scientist - Wildlife Biologist",4.7,"CA","51 - 200","Company - Private","Architectural & Engineering Services","Business Services","-1",0,38,64,51,49,0,1,0,0,0,0,"other scientist","na"
"Sr Data Engineer (Sr BI Developer)",3.4,"AZ","501 - 1000","Company - Public","Health Care Services & Hospitals","Health Care","-1",0,90,110,100,40,0,0,1,0,0,0,"data engineer","na"
"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",3.8,"MA","10000+","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,92,150,121,25,0,0,0,0,0,0,"data scientist","na"
"Senior Data Analyst/Scientist",4.5,"CA","201 - 500","Company - Private","Computer Hardware & Software","Information Technology","Engagio, Bombora, Terminus",0,90,153,121.5,15,0,0,1,0,0,1,"analyst","na"
"Associate, Data Science, Internal Audit",3.1,"MA","10000+","Company - Private","Banks & Credit Unions","Finance","-1",0,43,82,62.5,165,1,1,1,1,0,0,"data scientist","M"
"Scientist – Cancer Discovery, Molecular Assay",-1,"MA","unknown","Other Organization","-1","-1","-1",0,100,135,117.5,-1,0,1,0,0,0,0,"other scientist","P"
"Senior LiDAR Data Scientist",3.9,"FL","201 - 500","Company - Private","Computer Hardware & Software","Information Technology","-1",0,93,151,122,9,1,0,0,0,1,0,"data scientist","M"
"Data Engineer",4.4,"VA","51 - 200","Company - Private","IT Services","Information Technology","-1",0,61,109,85,17,1,0,0,0,1,0,"data engineer","na"
"Data Engineer",3.4,"AZ","501 - 1000","Company - Private","IT Services","Information Technology","-1",0,42,79,60.5,19,1,0,1,0,1,0,"data engineer","na"
"Lead Data Scientist",3.9,"CA","51 - 200","Company - Private","Financial Analytics & Research","Finance","-1",0,139,221,180,12,1,1,1,0,0,0,"data scientist","M"
"Technology-Minded, Data Professional Opportunities",4.7,"MO","1001 - 5000","Company - Private","Lending","Finance","-1",0,40,101,70.5,19,0,1,1,0,0,1,"na","na"
"Big Data Engineer",3.3,"VA","1001 - 5000","Company - Private","Aerospace & Defense","Aerospace & Defense","-1",0,84,153,118.5,4,1,0,1,0,0,0,"data engineer","na"
"Salesforce Analytics Consultant",3.9,"IL","501 - 1000","Company - Private","Enterprise Software & Network Solutions","Information Technology","-1",0,52,81,66.5,26,1,0,1,1,0,1,"data analitics","M"
"Managing Data Scientist/ML Engineer",3.4,"MA","1001 - 5000","Company - Private","Consulting","Business Services","McKinsey & Company, Accenture, Deloitte",0,81,134,107.5,78,0,1,1,0,0,1,"data scientist","na"
"Senior Data Engineer",4.7,"TX","51 - 200","Company - Private","Security Services","Business Services","-1",0,97,180,138.5,11,1,0,1,0,0,0,"data engineer","na"
"Staff Scientist- Upstream PD",2.7,"MD","201 - 500","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","-1",0,49,113,81,60,0,0,0,0,0,0,"other scientist","na"
"Data Engineering Analyst",3.8,"IL","1001 - 5000","Company - Private","Insurance Carriers","Insurance","Northwestern Mutual, American Family Insurance, MetLife",0,44,73,58.5,96,1,1,1,0,0,0,"data engineer","M"
"Sr. Data Engineer",3.4,"IL","1001 - 5000","Company - Public","Transportation Management","Transportation & Logistics","C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,75,140,107.5,16,0,0,1,0,0,0,"data engineer","na"
